H_mean,S_mean,V_mean,label,name_pic
23.183200000000006,251.1687,177.7873000000001,Field,58.jpg_2_3.png
25.052699999999994,248.38719999999998,170.87830000000005,Field,41.jpg_1_4.png
44.202099999999994,176.12240000000006,71.633,Forest,21.jpg_4_3.png
18.436300000000003,169.9866,106.23910000000002,Swamp,69.jpg_0_3.png
33.36110000000001,174.69060000000002,73.13059999999999,Forest,23.jpg_3_3.png
48.50630000000001,98.47750000000002,50.034399999999984,Mine,46.jpg_4_3.png
33.30649999999999,193.5865999999999,136.25009999999997,Grassland,13.jpg_2_2.png
25.519400000000008,248.01549999999995,168.27709999999996,Field,2.jpg_0_0.png
37.19509999999999,142.67090000000005,75.95679999999997,Forest,26.jpg_2_3.png
32.42529999999998,191.8896,135.7822,Grassland,1.jpg_3_3.png
25.3146,151.08240000000006,99.12469999999999,Swamp,16.jpg_1_3.png
38.95000000000001,180.9162999999999,119.34039999999999,Grassland,72.jpg_4_4.png
26.053600000000007,239.62269999999992,184.2918,Field,22.jpg_4_2.png
26.512699999999995,233.05610000000001,194.7216999999999,Field,17.jpg_3_2.png
26.294500000000003,237.7743,188.92899999999997,Field,4.jpg_1_2.png
37.870899999999985,143.28699999999998,78.68289999999998,Forest,29.jpg_2_3.png
27.886500000000005,196.46020000000004,70.11219999999999,Forest,59.jpg_0_1.png
25.885899999999992,245.15630000000002,186.24630000000002,Field,4.jpg_4_0.png
24.897199999999994,251.43449999999987,166.6239,Field,39.jpg_1_2.png
32.96220000000001,187.15269999999998,133.8503,Grassland,27.jpg_2_1.png
43.33790000000001,215.15960000000004,133.62050000000002,Grassland,19.jpg_3_1.png
25.707900000000016,239.85390000000004,147.8333,Field,38.jpg_3_2.png
42.1861,197.4136,148.93640000000002,Grassland,12.jpg_0_3.png
96.00539999999997,237.58210000000003,173.3305,Lake,18.jpg_0_4.png
41.2495,163.97210000000004,130.99739999999997,Grassland,65.jpg_3_4.png
97.27519999999998,235.9574000000001,127.93790000000001,Lake,23.jpg_4_0.png
34.48079999999999,83.74190000000003,61.1143,Mine,29.jpg_4_1.png
41.90050000000003,153.31839999999997,119.73339999999999,Grassland,65.jpg_4_4.png
26.88150000000001,111.56270000000004,180.53879999999992,Table,29.jpg_0_4.png
26.14819999999999,245.53260000000003,154.5259,Field,45.jpg_1_2.png
29.748199999999997,243.99699999999996,174.8209,Field,11.jpg_1_1.png
27.78650000000001,198.6483,68.28770000000003,Forest,74.jpg_2_3.png
99.80330000000002,235.80890000000002,159.9289,Lake,14.jpg_0_4.png
21.388200000000012,238.2216999999999,165.75889999999998,Field,68.jpg_4_1.png
38.25600000000001,147.65399999999997,44.949500000000015,Forest,15.jpg_3_2.png
40.395300000000006,111.32300000000008,65.38069999999999,Mine,44.jpg_0_4.png
20.7379,195.61349999999996,139.98630000000006,Table,15.jpg_1_4.png
104.55129999999997,241.06140000000008,150.0534,Lake,41.jpg_2_2.png
34.57260000000001,173.22319999999993,145.988,Grassland,17.jpg_1_4.png
23.344700000000003,248.66259999999994,190.46149999999997,Field,63.jpg_3_0.png
26.224599999999988,242.9934,199.57160000000005,Field,21.jpg_3_0.png
25.578399999999988,243.73890000000006,184.87469999999996,Field,19.jpg_0_4.png
99.74650000000001,239.74619999999987,168.92069999999995,Lake,22.jpg_1_4.png
24.365400000000005,139.25089999999997,91.4742,Swamp,6.jpg_1_1.png
23.68170000000001,248.91129999999993,184.26570000000007,Field,62.jpg_1_3.png
24.164700000000003,232.01239999999999,137.1076,Field,50.jpg_3_1.png
38.61790000000001,191.8587999999999,110.04809999999996,Grassland,57.jpg_2_3.png
98.68360000000003,243.23610000000008,134.72179999999997,Lake,40.jpg_0_3.png
25.4829,246.0321,173.78630000000004,Field,3.jpg_0_1.png
22.385200000000008,246.50249999999997,176.94030000000004,Field,69.jpg_3_0.png
36.4206,187.35749999999996,41.776799999999994,Forest,71.jpg_3_3.png
25.726499999999998,231.19749999999996,170.74780000000007,Field,55.jpg_4_3.png
46.254699999999985,99.54269999999993,66.34569999999998,Mine,13.jpg_1_0.png
44.73350000000001,195.2809,106.21880000000003,Grassland,34.jpg_3_1.png
101.9646,239.8912999999999,176.18329999999997,Lake,1.jpg_1_0.png
40.656699999999994,173.88370000000003,46.00489999999999,Forest,64.jpg_2_3.png
20.364300000000004,144.5485,96.03490000000004,Swamp,66.jpg_3_2.png
83.01379999999999,221.59729999999988,137.1147,Lake,41.jpg_1_2.png
45.02700000000001,209.22000000000003,148.1694,Grassland,16.jpg_3_0.png
41.582899999999974,135.79600000000005,67.37750000000001,Forest,31.jpg_4_3.png
100.35099999999998,247.18219999999994,162.34939999999997,Lake,16.jpg_3_1.png
43.03039999999998,193.0434999999999,149.86909999999997,Grassland,8.jpg_3_1.png
81.80459999999995,221.74850000000004,127.40509999999996,Lake,56.jpg_2_1.png
57.20259999999998,88.74709999999999,40.0378,Forest,46.jpg_4_1.png
23.460299999999993,209.0426000000001,143.6223,Field,46.jpg_0_0.png
29.131000000000007,140.27820000000003,78.53050000000002,Mine,73.jpg_2_1.png
25.116799999999998,239.83630000000002,169.576,Field,56.jpg_1_2.png
24.6829,245.3907999999999,166.3696,Field,46.jpg_0_3.png
20.835000000000004,89.80380000000002,103.26739999999997,Swamp,41.jpg_1_0.png
35.59749999999998,210.42300000000003,128.77259999999998,Grassland,13.jpg_1_1.png
26.701600000000003,238.20540000000017,169.5491,Field,14.jpg_3_3.png
29.857599999999998,216.33940000000007,156.49189999999996,Field,53.jpg_3_1.png
85.62619999999998,215.61410000000012,165.90659999999997,Lake,26.jpg_4_3.png
80.5897,209.81310000000002,172.6683,Lake,25.jpg_0_3.png
25.277000000000008,110.28559999999999,182.55870000000007,Table,25.jpg_0_0.png
81.93199999999997,211.41139999999996,122.74539999999999,Lake,74.jpg_3_1.png
24.698199999999993,207.00709999999995,154.78620000000004,Field,55.jpg_4_2.png
26.009300000000003,232.8813,198.48089999999996,Field,28.jpg_2_0.png
99.26640000000002,232.2779999999999,150.2026,Lake,16.jpg_2_1.png
38.965799999999994,163.86269999999996,55.045199999999966,Forest,67.jpg_4_2.png
24.030499999999996,84.3955,77.35269999999997,Swamp,35.jpg_0_0.png
34.45329999999999,163.56039999999996,78.43399999999998,Forest,21.jpg_4_2.png
20.595399999999998,91.01720000000002,91.51889999999999,Swamp,48.jpg_0_3.png
36.389700000000005,127.24900000000001,79.79269999999998,Home,6.jpg_2_2.png
93.40270000000001,232.27539999999993,172.06169999999997,Lake,54.jpg_0_3.png
35.34280000000001,127.00449999999995,71.90509999999996,Home,38.jpg_2_0.png
35.257800000000024,216.38930000000005,88.16849999999998,Grassland,43.jpg_2_3.png
18.497700000000005,171.3357,127.20610000000002,Table,33.jpg_4_3.png
107.16299999999995,247.11730000000006,147.16580000000005,Lake,35.jpg_4_1.png
25.909499999999994,245.71200000000007,172.4231,Field,23.jpg_4_1.png
41.06089999999998,133.23409999999996,46.15379999999999,Forest,50.jpg_2_0.png
24.898000000000007,237.54160000000005,167.5973,Field,22.jpg_4_1.png
30.946799999999993,124.4223,74.62979999999997,Mine,23.jpg_1_3.png
103.98389999999999,239.32369999999992,154.66279999999995,Lake,49.jpg_4_1.png
23.1596,124.07229999999996,127.54120000000005,Home,66.jpg_4_4.png
23.584600000000002,225.92929999999996,149.4166,Field,41.jpg_2_0.png
45.80389999999999,162.8936,50.772099999999995,Forest,11.jpg_2_0.png
42.376100000000015,149.29330000000002,48.8199,Forest,43.jpg_2_0.png
47.00190000000002,153.73010000000005,50.328,Forest,15.jpg_2_0.png
25.525000000000006,237.63719999999995,157.811,Field,34.jpg_2_4.png
